Customer_ID,Customer_Name,Segment,Customer_Total_Sales,Customer_Order_Count,First_Purchase,Last_Purchase,Customer_Lifetime_Days,Customer_Tier
SS-20875,Sung Shariari,Consumer,964.636,5,2015-12-14,2018-09-01,992,Bronze
PB-19105,Peter Bühler,Consumer,688.324,4,2015-11-15,2018-11-03,1084,Bronze
RF-19735,Roland Fjeld,Consumer,2341.2960000000003,7,2015-08-06,2018-10-02,1153,Gold
YC-21895,Yoseph Carroll,Corporate,5454.35,5,2015-11-17,2018-12-26,1135,Platinum
DC-13285,Debra Catini,Consumer,1174.618,5,2015-12-29,2018-12-07,1074,Silver
CP-12340,Christine Phan,Corporate,5817.187,7,2015-03-17,2018-07-23,1224,Platinum
BF-11020,Barry Französisch,Corporate,2888.506,8,2015-02-15,2018-10-17,1340,Gold
LH-17020,Lisa Hazard,Consumer,318.239,4,2015-09-08,2018-05-05,970,Bronze
CS-12250,Chris Selesnick,Corporate,2754.216,12,2015-01-13,2018-12-04,1421,Gold
AJ-10795,Anthony Johnson,Corporate,4501.391,7,2015-05-14,2018-07-17,1160,Platinum
BV-11245,Benjamin Venier,Corporate,1523.2730000000001,5,2016-03-26,2018-01-30,675,Silver
DL-12865,Dan Lawera,Consumer,444.024,7,2015-06-29,2018-09-21,1180,Bronze
BM-11785,Bryan Mills,Consumer,1338.842,10,2015-06-06,2018-05-26,1085,Silver
LT-17110,Liz Thompson,Consumer,2936.252,8,2015-06-01,2018-11-26,1274,Gold
JK-15730,Joe Kamberova,Consumer,4769.9,9,2015-11-18,2018-10-07,1054,Platinum
ES-14020,Erica Smith,Consumer,3510.4579999999996,5,2015-09-20,2018-11-20,1157,Gold
RH-19495,Rick Hansen,Consumer,3621.3759999999997,5,2015-08-23,2018-11-28,1193,Gold
CD-11920,Carlos Daly,Consumer,2033.968,5,2015-03-24,2018-11-20,1337,Silver
HW-14935,Helen Wasserman,Corporate,4827.934,7,2016-09-27,2018-09-04,707,Platinum
MC-18130,Mike Caudle,Corporate,1581.9979999999998,5,2015-09-19,2017-12-26,829,Silver
GM-14440,Gary McGarr,Consumer,3582.8199999999997,7,2015-03-21,2018-10-08,1297,Gold
PJ-19015,Pauline Johnson,Consumer,1677.536,6,2015-04-07,2018-08-18,1229,Silver
BW-11110,Bart Watters,Corporate,4750.358,8,2016-03-20,2018-08-31,894,Platinum
TR-21325,Toby Ritter,Consumer,675.9419999999999,5,2015-12-01,2018-06-20,932,Bronze
PG-18820,Patrick Gardner,Consumer,3086.907,13,2015-05-09,2018-11-24,1295,Gold
JL-15175,James Lanier,Home Office,1571.523,5,2015-12-31,2018-12-24,1089,Silver
BM-11650,Brian Moss,Corporate,7294.185,11,2015-07-09,2018-11-27,1237,Platinum
EM-14095,Eudokia Martin,Corporate,1041.0420000000001,4,2016-08-07,2018-09-08,762,Bronze
AF-10885,Art Foster,Consumer,861.565,4,2015-05-10,2017-11-10,915,Bronze
GA-14725,Guy Armstrong,Consumer,1398.382,11,2015-02-11,2018-12-25,1413,Silver
CK-12760,Cyma Kinney,Corporate,1582.109,9,2015-02-07,2018-10-09,1340,Silver
DP-13105,Dave Poirier,Corporate,2215.002,8,2016-08-22,2018-12-24,854,Gold
BK-11260,Berenike Kampe,Consumer,659.1379999999999,6,2015-08-03,2018-10-14,1168,Bronze
SJ-20125,Sanjit Jacobs,Home Office,3949.656,12,2016-09-22,2018-09-26,734,Platinum
CM-12445,Chuck Magee,Consumer,287.99,3,2015-06-09,2017-10-20,864,Bronze
AJ-10780,Anthony Jacobs,Corporate,4867.344,7,2015-01-10,2018-10-16,1375,Platinum
LS-16945,Linda Southworth,Corporate,2845.27,6,2016-04-25,2018-07-05,801,Gold
GP-14740,Guy Phonely,Corporate,236.53,2,2015-04-06,2016-11-26,600,Bronze
PK-18910,Paul Knutson,Home Office,1441.152,2,2015-04-04,2017-09-03,883,Silver
SM-20005,Sally Matthias,Consumer,244.49399999999997,4,2015-11-23,2017-11-04,712,Bronze
AG-10765,Anthony Garverick,Home Office,170.584,4,2015-09-17,2018-10-14,1123,Bronze
PM-19135,Peter McVee,Home Office,4115.662,4,2016-12-19,2018-11-09,690,Platinum
LL-16840,Lauren Leatherbury,Consumer,2454.554,5,2015-04-29,2018-04-25,1092,Gold
JS-15595,Jill Stevenson,Corporate,1417.654,4,2015-03-03,2018-09-02,1279,Silver
EL-13735,Ed Ludwig,Home Office,124.28,2,2017-04-22,2018-10-14,540,Bronze
PC-18745,Pamela Coakley,Corporate,1832.064,4,2015-12-31,2018-12-28,1093,Silver
HL-15040,Hunter Lopez,Consumer,12873.297999999999,6,2015-01-20,2018-11-17,1397,Platinum
MS-17365,Maribeth Schnelling,Consumer,7443.6900000000005,10,2015-09-09,2018-04-01,935,Platinum
GB-14530,George Bell,Corporate,1568.44,11,2015-04-28,2018-10-29,1280,Silver
JR-16210,Justin Ritter,Corporate,2201.686,5,2016-09-18,2018-11-27,800,Silver
BE-11335,Bill Eplett,Home Office,4204.676,5,2017-01-15,2018-09-02,595,Platinum
SC-20050,Sample Company A,Home Office,4624.572,9,2015-03-18,2018-11-20,1343,Platinum
RW-19630,Rob Williams,Corporate,3279.746,9,2015-06-28,2018-10-02,1192,Gold
SE-20110,Sanjit Engle,Consumer,12209.438000000002,11,2015-04-11,2018-12-21,1350,Platinum
AH-10075,Adam Hart,Corporate,3250.337,10,2015-11-16,2018-11-26,1106,Gold
JM-15535,Jessica Myrick,Consumer,1733.443,7,2015-09-13,2018-09-19,1102,Silver
JJ-15760,Joel Jenkins,Home Office,195.0,2,2016-10-05,2016-12-08,64,Bronze
RK-19300,Ralph Kennedy,Consumer,1460.192,3,2016-07-20,2018-09-02,774,Silver
CG-12040,Catherine Glotzbach,Home Office,904.4680000000001,6,2016-06-01,2018-11-11,893,Bronze
RP-19270,Rachel Payne,Corporate,954.6452,4,2015-10-19,2017-08-21,672,Bronze
KC-16255,Karen Carlisle,Corporate,2120.954,6,2015-09-08,2017-11-18,802,Silver
KH-16360,Katherine Hughes,Consumer,3100.612,6,2015-04-29,2018-12-29,1340,Gold
GH-14665,Greg Hansen,Consumer,146.94080000000002,2,2016-11-17,2018-12-28,771,Bronze
SW-20275,Scott Williamson,Consumer,1966.65,6,2015-03-10,2018-11-30,1361,Silver
JA-15970,Joseph Airdo,Consumer,6491.026,8,2015-09-17,2018-09-29,1108,Platinum
DL-12925,Daniel Lacy,Consumer,3272.2,6,2015-09-09,2018-11-03,1151,Gold
LW-16990,Lindsay Williams,Corporate,3230.308,6,2017-05-05,2018-11-27,571,Gold
TB-21190,Thomas Brumley,Home Office,816.1740000000001,4,2015-12-27,2018-11-11,1050,Bronze
BS-11800,Bryan Spruell,Home Office,949.4300000000001,2,2016-09-26,2018-04-09,560,Bronze
RW-19690,Robert Waldorf,Consumer,3495.646,5,2017-05-30,2018-10-12,500,Gold
TZ-21580,Tracy Zic,Consumer,1707.286,4,2015-11-11,2018-11-25,1110,Silver
AS-10630,Ann Steele,Home Office,833.398,7,2015-08-01,2018-09-29,1155,Bronze
TS-21340,Toby Swindell,Consumer,974.7819999999999,5,2015-01-19,2018-05-18,1215,Bronze
SL-20155,Sara Luxemburg,Home Office,3046.532,6,2015-09-21,2018-10-21,1126,Gold
MW-18235,Mitch Willingham,Corporate,5253.876,2,2015-05-21,2018-11-16,1275,Platinum
RD-19585,Rob Dowd,Consumer,2832.904,9,2015-04-02,2018-07-03,1188,Gold
RA-19945,Ryan Akin,Consumer,1686.9225,5,2015-08-29,2018-10-30,1158,Silver
MT-17815,Meg Tillman,Consumer,2890.139,6,2016-11-06,2018-11-11,735,Gold
VG-21790,Vivek Gonzalez,Consumer,846.01,6,2015-08-08,2018-07-29,1086,Bronze
JS-15880,John Stevenson,Consumer,3868.02,5,2015-04-08,2017-07-14,828,Platinum
KM-16225,Kalyca Meade,Corporate,2260.958,6,2016-07-06,2018-12-16,893,Gold
HR-14770,Hallie Redmond,Home Office,940.588,4,2015-03-01,2018-12-17,1387,Bronze
DE-13255,Deanra Eno,Home Office,2550.874,5,2015-08-22,2017-01-11,508,Gold
AG-10390,Allen Goldenen,Consumer,200.945,5,2015-04-19,2018-09-07,1237,Bronze
JJ-15445,Jennifer Jackson,Consumer,709.178,5,2016-03-05,2017-09-03,547,Bronze
JH-15430,Jennifer Halladay,Consumer,309.281,4,2015-02-24,2018-12-25,1400,Bronze
RD-19660,Robert Dilbeck,Home Office,2745.892,4,2016-10-24,2018-09-07,683,Gold
MO-17500,Mary O'Rourke,Consumer,922.487,4,2015-11-28,2018-10-19,1056,Bronze
NS-18640,Noel Staavos,Corporate,2857.753,12,2015-06-25,2018-07-09,1110,Gold
DG-13300,Deirdre Greer,Corporate,3195.818,5,2015-11-01,2018-11-28,1123,Gold
NF-18595,Nicole Fjeld,Home Office,2031.472,7,2015-04-19,2018-09-07,1237,Silver
MG-17650,Matthew Grinstein,Home Office,3785.276,7,2015-08-09,2018-12-01,1210,Platinum
TS-21160,Theresa Swint,Corporate,2163.6240000000003,6,2015-04-23,2017-08-13,843,Silver
BD-11620,Brian DeCherney,Consumer,1538.11,6,2015-06-30,2018-10-22,1210,Silver
CM-12160,Charles McCrossin,Consumer,2533.314,6,2017-10-21,2018-12-04,409,Gold
SN-20560,Skye Norling,Home Office,1860.418,6,2016-06-18,2018-09-10,814,Silver
EH-14005,Erica Hernandez,Home Office,1219.53,7,2015-05-13,2018-12-28,1325,Silver
FO-14305,Frank Olsen,Consumer,2678.438,10,2015-06-09,2018-11-22,1262,Gold
MS-17710,Maurice Satty,Consumer,1613.402,6,2015-03-24,2017-11-12,964,Silver
CC-12100,Chad Cunningham,Home Office,1685.889,5,2015-12-16,2017-09-29,653,Silver
DW-13540,Don Weiss,Consumer,344.08,5,2017-02-27,2018-09-23,573,Bronze
BT-11395,Bill Tyler,Corporate,2186.6130000000003,6,2015-10-28,2018-03-03,857,Silver
CY-12745,Craig Yedwab,Corporate,2004.0819999999999,7,2015-12-12,2018-10-31,1054,Silver
BT-11485,Brad Thomas,Home Office,415.19599999999997,2,2016-12-27,2017-03-11,74,Bronze
PS-19045,Penelope Sewall,Home Office,6843.634,7,2015-12-20,2018-05-08,870,Platinum
PV-18985,Paul Van Hugh,Home Office,2876.046,5,2015-07-12,2018-10-02,1178,Gold
NM-18520,Neoma Murray,Consumer,2161.979,10,2016-09-08,2018-04-30,599,Silver
DL-13495,Dionis Lloyd,Corporate,3539.322,8,2016-12-25,2018-10-15,659,Gold
CS-12355,Christine Sundaresam,Consumer,3202.1620000000003,11,2015-08-15,2018-12-24,1227,Gold
FH-14275,Frank Hawley,Corporate,4256.272,10,2015-04-06,2018-11-23,1327,Platinum
NC-18340,Nat Carroll,Consumer,2461.404,5,2015-03-30,2018-05-20,1147,Gold
AA-10315,Alex Avila,Consumer,5563.56,5,2015-03-31,2018-06-29,1186,Platinum
LT-16765,Larry Tron,Consumer,329.876,3,2015-09-01,2018-12-04,1190,Bronze
AP-10720,Anne Pryor,Home Office,545.932,6,2015-03-03,2018-11-19,1357,Bronze
PM-18940,Paul MacIntyre,Consumer,1405.402,3,2015-05-04,2017-12-09,950,Silver
AT-10435,Alyssa Tate,Home Office,1166.0720000000001,5,2015-12-27,2018-12-09,1078,Silver
CA-12055,Cathy Armstrong,Home Office,1679.7240000000002,5,2016-09-05,2017-11-24,445,Silver
HR-14830,Harold Ryan,Corporate,5248.787,7,2015-11-24,2018-07-24,973,Platinum
BT-11530,Bradley Talbott,Home Office,2684.4919999999997,5,2015-05-21,2018-09-30,1228,Gold
LH-16750,Larry Hughes,Consumer,287.426,3,2015-09-21,2018-08-01,1045,Bronze
SW-20755,Steven Ward,Corporate,758.6959999999999,2,2015-11-02,2017-07-14,620,Bronze
SP-20620,Stefania Perrino,Corporate,5440.319,9,2015-09-08,2018-11-13,1162,Platinum
BF-11170,Ben Ferrer,Home Office,5907.972,11,2015-04-13,2018-12-14,1341,Platinum
KT-16480,Kean Thornton,Consumer,4642.088400000001,10,2015-03-10,2018-09-21,1291,Platinum
BG-11695,Brooke Gillingham,Corporate,1874.172,6,2015-05-11,2018-11-24,1293,Silver
GM-14680,Greg Matthias,Consumer,3163.628,6,2015-05-10,2018-07-31,1178,Gold
EJ-14155,Eva Jacobs,Consumer,2656.691,5,2015-03-03,2018-11-03,1341,Gold
NP-18700,Nora Preis,Consumer,7903.1825,7,2015-09-05,2018-08-14,1074,Platinum
MH-18115,Mick Hernandez,Home Office,5503.093,9,2017-08-23,2018-12-25,489,Platinum
JR-15700,Jocasta Rupert,Consumer,863.88,1,2018-10-23,2018-10-23,0,Bronze
SM-20950,Suzanne McNair,Corporate,4464.862,11,2015-09-29,2018-12-05,1163,Platinum
CC-12220,Chris Cortes,Consumer,3670.258,11,2015-09-09,2018-12-10,1188,Platinum
PF-19225,Phillip Flathmann,Consumer,2206.1279999999997,5,2017-06-26,2018-09-07,438,Gold
DC-12850,Dan Campbell,Consumer,3336.168,9,2015-07-05,2018-11-23,1237,Gold
BD-11770,Bryan Davis,Consumer,658.466,6,2017-03-10,2018-02-06,333,Bronze
GM-14500,Gene McClure,Consumer,1255.682,10,2015-08-09,2018-09-15,1133,Silver
TB-21355,Todd Boyes,Corporate,834.328,5,2017-01-25,2018-08-06,558,Bronze
JH-16180,Justin Hirsh,Consumer,2256.3940000000002,4,2016-05-25,2017-11-21,545,Gold
EB-13975,Erica Bern,Corporate,1643.255,4,2017-01-04,2018-12-30,725,Silver
QJ-19255,Quincy Jones,Corporate,1498.4080000000001,7,2015-03-17,2018-04-30,1140,Silver
TC-21535,Tracy Collins,Home Office,742.5580000000001,7,2015-11-03,2018-12-26,1149,Bronze
CS-12460,Chuck Sachs,Consumer,550.644,2,2018-07-03,2018-12-03,153,Bronze
HG-14965,Henry Goldwyn,Corporate,3247.642,12,2015-09-20,2018-12-07,1174,Gold
LW-16825,Laurel Workman,Corporate,2238.061,5,2015-05-30,2018-10-03,1222,Gold
MC-17575,Matt Collins,Consumer,1303.893,8,2015-12-02,2018-12-03,1097,Silver
LP-17095,Liz Preis,Consumer,3104.439,6,2017-09-08,2018-12-21,469,Gold
EB-14170,Evan Bailliet,Consumer,1186.326,6,2015-09-29,2018-10-09,1106,Silver
GZ-14545,George Zrebassa,Corporate,2454.6220000000003,4,2015-09-28,2018-07-26,1032,Gold
CP-12085,Cathy Prescott,Corporate,5402.254,8,2015-12-04,2018-10-09,1040,Platinum
FG-14260,Frank Gastineau,Home Office,1383.144,7,2015-05-21,2018-11-26,1285,Silver
LD-17005,Lisa DeCherney,Consumer,1961.934,4,2015-09-29,2017-11-11,774,Silver
AB-10255,Alejandro Ballentine,Home Office,914.5319999999999,9,2015-07-22,2018-07-17,1091,Bronze
MN-17935,Michael Nguyen,Consumer,2477.946,6,2015-02-16,2018-11-26,1379,Gold
JR-15670,Jim Radford,Consumer,1156.658,2,2016-12-24,2017-05-16,143,Silver
JF-15190,Jamie Frazer,Consumer,2239.606,6,2015-11-15,2018-10-26,1076,Gold
CM-12115,Chad McGuire,Consumer,1661.6100000000001,4,2016-03-29,2018-12-22,998,Silver
AS-10045,Aaron Smayling,Corporate,3050.692,7,2015-07-27,2018-10-03,1164,Gold
BP-11290,Beth Paige,Consumer,2475.157,7,2015-10-03,2018-12-18,1172,Gold
ND-18370,Natalie DeCherney,Consumer,4326.139,9,2015-01-13,2018-12-03,1420,Platinum
LB-16735,Larry Blacks,Consumer,50.188,3,2017-07-25,2018-11-12,475,Bronze
KT-16465,Kean Takahito,Consumer,3057.1,7,2015-09-08,2017-12-04,818,Gold
HM-14860,Harry Marie,Corporate,8236.7648,10,2015-07-21,2018-12-28,1256,Platinum
AB-10600,Ann Blume,Corporate,1515.862,4,2015-11-18,2018-11-10,1088,Silver
SZ-20035,Sam Zeldin,Home Office,3625.329,11,2015-09-07,2018-11-25,1175,Gold
MG-17890,Michael Granlund,Home Office,776.384,9,2015-12-29,2018-09-22,998,Bronze
JK-16120,Julie Kriz,Home Office,2932.484,10,2015-11-02,2018-09-04,1037,Gold
PP-18955,Paul Prost,Home Office,7252.608,10,2015-08-26,2018-09-24,1125,Platinum
YS-21880,Yana Sorensen,Corporate,6720.4439999999995,8,2016-01-12,2018-12-21,1074,Platinum
KM-16375,Katherine Murray,Home Office,5620.186,8,2015-07-20,2018-11-04,1203,Platinum
AB-10105,Adrian Barton,Consumer,14473.570999999998,10,2015-12-20,2018-11-19,1065,Platinum
HA-14905,Helen Abelman,Consumer,2163.3,7,2015-06-30,2018-10-22,1210,Silver
BT-11305,Beth Thompson,Home Office,2567.656,5,2015-04-25,2018-01-28,1009,Gold
SV-20815,Stuart Van,Corporate,1271.0900000000001,4,2016-05-04,2018-10-15,894,Silver
RW-19540,Rick Wilson,Corporate,7397.401,7,2016-02-03,2018-09-01,941,Platinum
DK-12835,Damala Kotsonis,Corporate,3256.48,12,2015-03-26,2018-12-09,1354,Gold
ST-20530,Shui Tom,Consumer,433.34000000000003,7,2015-02-14,2018-08-27,1290,Bronze
MM-17920,Michael Moore,Consumer,3640.2560000000003,10,2015-01-13,2018-12-23,1440,Gold
PW-19030,Pauline Webber,Corporate,3454.916,10,2015-05-16,2018-11-14,1278,Gold
SC-20440,Shaun Chance,Corporate,1874.998,7,2016-08-17,2018-11-24,829,Silver
TS-21085,Thais Sissman,Consumer,4.833,2,2016-07-19,2018-01-07,537,Bronze
MC-17425,Mark Cousins,Corporate,4432.138,5,2015-05-30,2017-11-26,911,Platinum
ME-17320,Maria Etezadi,Home Office,10663.728000000001,10,2015-01-06,2018-11-18,1412,Platinum
NH-18610,Nicole Hansen,Corporate,2518.6659999999997,6,2016-09-19,2018-06-24,643,Gold
MB-18085,Mick Brown,Consumer,1428.231,7,2015-01-05,2018-11-16,1411,Silver
KD-16495,Keith Dawkins,Corporate,8181.256,12,2015-09-28,2018-09-09,1077,Platinum
KN-16390,Katherine Nockton,Corporate,2224.0860000000002,8,2015-12-02,2018-12-11,1105,Gold
NP-18685,Nora Pelletier,Home Office,1164.73,5,2015-03-07,2017-11-19,988,Silver
CS-12505,Cindy Stewart,Consumer,5690.054999999999,6,2015-03-26,2018-11-02,1317,Platinum
MS-17770,Maxwell Schwartz,Consumer,3144.678,9,2015-07-04,2018-08-31,1154,Gold
CM-12655,Corinna Mitchell,Home Office,5890.508,5,2016-11-03,2018-12-03,760,Platinum
Co-12640,Corey-Lock,Consumer,1300.076,5,2015-06-20,2017-06-29,740,Silver
TS-21370,Todd Sumrall,Corporate,11891.751,6,2015-10-28,2018-11-24,1123,Platinum
JW-15220,Jane Waco,Corporate,7721.714,6,2016-04-30,2018-11-18,932,Platinum
JD-15790,John Dryer,Consumer,2152.352,5,2016-04-02,2018-09-04,885,Silver
PC-19000,Pauline Chand,Home Office,1061.488,2,2015-04-08,2016-08-01,481,Bronze
AR-10540,Andy Reiter,Consumer,6608.448,6,2015-11-25,2018-12-24,1125,Platinum
AI-10855,Arianne Irving,Consumer,4375.786,10,2015-04-28,2018-12-17,1329,Platinum
TB-21400,Tom Boeckenhauer,Consumer,9108.742,6,2015-02-03,2018-06-11,1224,Platinum
PL-18925,Paul Lucas,Home Office,239.481,5,2015-11-01,2018-12-15,1140,Bronze
GH-14425,Gary Hwang,Consumer,4172.8460000000005,4,2015-06-17,2018-11-10,1242,Platinum
MP-18175,Mike Pelletier,Home Office,4757.332,8,2015-11-25,2018-12-14,1115,Platinum
JM-15655,Jim Mitchum,Corporate,864.947,5,2015-04-08,2018-12-22,1354,Bronze
CL-11890,Carl Ludwig,Consumer,1262.0140000000001,4,2015-07-26,2018-09-15,1147,Silver
DB-13270,Deborah Brumfield,Home Office,4655.897,8,2015-02-04,2018-11-07,1372,Platinum
IG-15085,Ivan Gibson,Consumer,744.574,4,2015-10-18,2018-10-20,1098,Bronze
BO-11425,Bobby Odegard,Consumer,130.83,2,2016-09-10,2018-10-16,766,Bronze
AB-10150,Aimee Bixby,Consumer,966.71,5,2015-03-05,2018-11-19,1355,Bronze
JW-16075,Julia West,Consumer,1428.731,4,2016-03-21,2017-09-25,553,Silver
EB-13750,Edward Becker,Corporate,3236.314,10,2016-03-12,2018-11-25,988,Gold
SG-20470,Sheri Gordon,Consumer,1884.798,8,2015-07-26,2018-06-30,1070,Silver
CM-12190,Charlotte Melton,Consumer,1475.144,6,2016-09-18,2018-12-22,825,Silver
AW-10840,Anthony Witt,Consumer,649.376,4,2016-04-13,2018-12-10,971,Bronze
MC-18100,Mick Crebagga,Consumer,2218.98,10,2015-06-18,2018-11-19,1250,Gold
TT-21460,Tonja Turnell,Home Office,5364.808,7,2016-12-08,2018-12-18,740,Platinum
VG-21805,Vivek Grady,Corporate,418.432,4,2015-09-22,2017-08-26,704,Bronze
MY-18295,Muhammed Yedwab,Corporate,3601.88,10,2015-04-28,2018-10-20,1271,Gold
RD-19480,Rick Duston,Consumer,4272.93,8,2015-06-08,2018-10-19,1229,Platinum
DP-13390,Dennis Pardue,Home Office,5480.723999999999,9,2015-07-05,2018-01-06,916,Platinum
ML-17395,Marina Lichtenstein,Corporate,2722.843,9,2015-02-14,2018-10-22,1346,Gold
JC-15385,Jenna Caffey,Consumer,1058.108,1,2018-07-08,2018-07-08,0,Bronze
JG-15160,James Galang,Consumer,6366.392,11,2015-05-30,2018-12-29,1309,Platinum
MC-17275,Marc Crier,Consumer,2725.982,8,2015-09-08,2018-10-15,1133,Gold
NW-18400,Natalie Webber,Consumer,7234.014,7,2015-06-21,2018-07-11,1116,Platinum
TB-21280,Toby Braunhardt,Consumer,2198.45,6,2015-06-21,2017-05-26,705,Silver
BS-11380,Bill Stewart,Corporate,3887.834,5,2015-11-29,2018-12-02,1099,Platinum
HH-15010,Hilary Holden,Corporate,218.668,2,2015-08-29,2018-10-19,1147,Bronze
CD-12280,Christina DeMoss,Consumer,1205.584,2,2018-11-05,2018-11-18,13,Silver
TH-21100,Thea Hendricks,Consumer,2422.824,5,2015-09-27,2018-01-20,846,Gold
MM-18055,Michelle Moray,Consumer,2749.881,8,2015-04-11,2018-10-30,1298,Gold
NS-18505,Neola Schneider,Consumer,2575.863,4,2017-11-24,2018-12-24,395,Gold
RB-19645,Robert Barroso,Corporate,221.084,5,2015-08-23,2017-03-22,577,Bronze
SW-20455,Shaun Weien,Consumer,2835.564,6,2016-06-22,2018-07-21,759,Gold
EB-13930,Eric Barreto,Consumer,944.6000000000001,5,2015-02-02,2018-07-22,1266,Bronze
PS-18760,Pamela Stobb,Consumer,2181.479,6,2015-06-15,2018-09-14,1187,Silver
HF-14995,Herbert Flentye,Consumer,2533.1639999999998,7,2015-05-26,2018-12-09,1293,Gold
HZ-14950,Henia Zydlo,Consumer,886.52,5,2017-03-14,2018-11-25,621,Bronze
CD-12790,Cynthia Delaney,Home Office,1860.732,5,2015-02-02,2017-11-26,1028,Silver
JK-15205,Jamie Kunitz,Consumer,4262.2919999999995,4,2016-09-27,2018-10-30,763,Platinum
FM-14215,Filia McAdams,Corporate,2456.638,10,2015-03-11,2018-12-23,1383,Gold
ED-13885,Emily Ducich,Home Office,3484.92,8,2015-08-09,2018-08-17,1104,Gold
DA-13450,Dianna Arnett,Home Office,156.76,4,2015-04-25,2018-01-12,993,Bronze
JW-15955,Joni Wasserman,Consumer,1049.2379999999998,6,2016-08-16,2018-12-25,861,Bronze
RM-19375,Raymond Messe,Consumer,816.294,5,2015-05-11,2017-07-07,788,Bronze
ML-17755,Max Ludwig,Home Office,2071.9139999999998,7,2017-08-04,2018-12-01,484,Silver
CC-12685,Craig Carroll,Consumer,2854.1150000000002,4,2015-03-22,2016-10-23,581,Gold
JE-15610,Jim Epp,Corporate,7754.976,7,2015-10-14,2018-11-12,1125,Platinum
RP-19855,Roy Phan,Corporate,2055.356,7,2016-02-15,2018-12-02,1021,Silver
TB-21175,Thomas Boland,Corporate,3589.296,4,2015-12-08,2018-11-02,1060,Gold
BE-11455,Brad Eason,Home Office,748.026,5,2016-08-02,2017-09-05,399,Bronze
JF-15565,Jill Fjeld,Consumer,4198.332,8,2015-10-11,2018-11-06,1122,Platinum
PB-19210,Phillip Breyer,Corporate,132.738,2,2015-11-23,2017-02-11,446,Bronze
BT-11680,Brian Thompson,Consumer,3196.752,7,2015-11-28,2018-12-10,1108,Gold
JL-15235,Janet Lee,Consumer,2203.7,5,2015-05-25,2018-09-02,1196,Silver
CH-12070,Cathy Hwang,Home Office,1537.236,3,2016-06-25,2017-02-08,228,Silver
ND-18460,Neil Ducich,Corporate,2893.455,6,2015-02-06,2018-06-30,1240,Gold
BF-10975,Barbara Fisher,Corporate,599.798,7,2015-07-14,2018-09-30,1174,Bronze
KH-16330,Katharine Harms,Corporate,3312.864,8,2015-04-01,2018-11-20,1329,Gold
GW-14605,Giulietta Weimer,Consumer,2189.019,7,2015-03-01,2018-12-02,1372,Silver
NC-18625,Noah Childs,Corporate,1821.742,5,2015-10-29,2018-06-09,954,Silver
ME-18010,Michelle Ellison,Corporate,1256.944,4,2015-07-21,2018-09-29,1166,Silver
BP-11230,Benjamin Patterson,Consumer,1181.49,5,2015-04-20,2018-11-21,1311,Silver
JC-15775,John Castell,Consumer,2772.055,9,2015-09-14,2018-07-25,1045,Gold
AS-10090,Adam Shillingsburg,Consumer,3255.31,9,2015-09-22,2018-12-02,1167,Gold
AC-10450,Amy Cox,Consumer,5527.846,7,2015-10-31,2018-12-19,1145,Platinum
MD-17860,Michael Dominguez,Corporate,1204.91,5,2015-12-02,2018-11-24,1088,Silver
DB-13660,Duane Benoit,Consumer,1155.202,7,2015-06-17,2018-12-18,1280,Silver
EH-13990,Erica Hackney,Consumer,825.9499999999999,6,2015-01-15,2017-11-20,1040,Bronze
EH-13765,Edward Hooks,Corporate,9940.380000000001,10,2015-10-18,2018-08-17,1034,Platinum
SC-20230,Scot Coram,Corporate,4371.9580000000005,4,2017-06-06,2018-08-03,423,Platinum
JE-15715,Joe Elijah,Consumer,8697.842999999999,10,2015-08-25,2018-11-14,1177,Platinum
AC-10615,Ann Chong,Corporate,2537.6859999999997,5,2016-09-15,2018-12-24,830,Gold
JD-16015,Joy Daniels,Consumer,385.43,6,2015-10-04,2018-09-09,1071,Bronze
CB-12415,Christy Brittain,Consumer,1949.2,8,2016-11-05,2018-12-04,759,Silver
JS-16030,Joy Smith,Consumer,2516.494,6,2015-02-27,2018-12-02,1374,Gold
LW-17215,Luke Weiss,Consumer,5420.514,7,2015-09-12,2018-12-09,1184,Platinum
SC-20800,Stuart Calhoun,Consumer,279.25600000000003,4,2016-12-11,2018-11-30,719,Bronze
AM-10705,Anne McFarland,Consumer,5664.022,8,2015-10-31,2018-07-21,994,Platinum
RH-19510,Rick Huthwaite,Home Office,6979.18,6,2015-11-16,2017-09-19,673,Platinum
CT-11995,Carol Triggs,Consumer,3241.898,8,2015-05-07,2018-09-25,1237,Gold
MC-17590,Matt Collister,Corporate,2426.067,6,2015-05-20,2018-11-09,1269,Gold
CC-12610,Corey Catlett,Corporate,2540.631,7,2015-08-27,2018-11-26,1187,Gold
KA-16525,Kelly Andreada,Consumer,1519.506,7,2015-03-11,2018-11-24,1354,Silver
TC-20980,Tamara Chand,Corporate,19052.218,5,2015-11-07,2017-11-26,750,Platinum
BF-11080,Bart Folk,Consumer,272.95,3,2015-11-28,2018-12-05,1103,Bronze
MM-17260,Magdelene Morse,Consumer,1314.023,4,2015-05-28,2018-07-15,1144,Silver
AH-10120,Adrian Hane,Home Office,1735.5140000000001,7,2015-07-18,2018-10-31,1201,Silver
BW-11200,Ben Wallace,Consumer,1738.406,6,2015-08-12,2018-06-10,1033,Silver
SW-20245,Scot Wooten,Consumer,1085.078,7,2015-07-20,2018-10-10,1178,Silver
BS-11665,Brian Stugart,Consumer,3288.1099999999997,3,2015-06-23,2017-05-27,704,Gold
